customer_id,home_market,preferred_channel,loyalty_tier,recency_days,visits_90d,spend_180d_clean,email_open_rate_clean,prior_offer_count_180d,predicted_response_probability,score_decile,campaign_segment,recommended_channel,qa_ready_flag
118754,UK/EU,Email,Bronze,61,6,2009.97,0.403,2,0.5661115886515158,3,High Propensity - Standard Value,Email,1
119015,GCC,Email,Silver,0,5,4267.45,0.463,0,0.5660265671896454,3,High Propensity - Standard Value,Email,1
102442,GCC,Email,Bronze,32,1,2235.45,0.556,1,0.5660101055659085,3,High Propensity - Standard Value,Email,1
104289,GCC,App Push,Bronze,1,9,2118.53,0.457,3,0.56599891899389,3,High Propensity - Standard Value,App Push,1
101338,India,WhatsApp,Silver,38,2,3678.48,0.497,1,0.5659789465556574,3,High Propensity - Standard Value,WhatsApp,1
101908,GCC,Email,Bronze,12,2,734.58,0.578,2,0.5658539175891621,3,High Propensity - Standard Value,Email,1
111800,India,Email,Silver,21,2,3566.06,0.38,0,0.5658362038846011,3,High Propensity - Standard Value,Email,1
114881,Other,WhatsApp,Silver,2,4,4118.02,0.501,0,0.5658288766172377,3,High Propensity - Standard Value,WhatsApp,1
104143,UK/EU,WhatsApp,Platinum,39,5,7898.3,0.306,1,0.5658215321542452,3,High Propensity - Standard Value,WhatsApp,1
100100,Other,WhatsApp,Platinum,10,7,6639.11,0.167,1,0.565813961219709,3,High Propensity - Standard Value,WhatsApp,1
110501,UAE,WhatsApp,Silver,58,4,3461.06,0.51,2,0.5657705276000389,3,High Propensity - Standard Value,WhatsApp,1
102265,UAE,Email,Gold,40,6,5271.7,0.366,2,0.5657680092632422,3,High Propensity - Standard Value,Email,1
104762,India,Email,Bronze,69,1,1577.18,0.745,0,0.565760526663322,3,High Propensity - Standard Value,Email,1
110819,North America,Email,Gold,0,6,5075.25,0.195,1,0.5657355797260141,3,High Propensity - Standard Value,Email,1
109109,UAE,WhatsApp,Bronze,51,5,2914.52,0.541,2,0.5657183181098586,3,High Propensity - Standard Value,WhatsApp,1
114110,GCC,SMS,Silver,34,3,3981.83,0.606,2,0.5656985219410596,3,High Propensity - Standard Value,SMS,1
105630,India,App Push,Platinum,13,4,6516.32,0.183,2,0.5656945243112941,3,High Propensity - Standard Value,App Push,1
102482,UAE,App Push,Silver,24,5,3445.27,0.476,3,0.5656375947055571,3,High Propensity - Standard Value,App Push,1
105362,India,SMS,Silver,38,1,3332.6,0.607,1,0.5656340334710505,3,High Propensity - Standard Value,SMS,1
112392,India,Email,Bronze,13,1,2991.86,0.319,1,0.5656186750007722,3,High Propensity - Standard Value,Email,1
100533,UK/EU,WhatsApp,Bronze,29,2,2389.9,0.521,4,0.5655898580114902,3,High Propensity - Standard Value,WhatsApp,1
108116,UAE,App Push,Gold,51,4,4767.24,0.298,2,0.5654979600762862,3,High Propensity - Standard Value,App Push,1
104512,India,Email,Bronze,72,6,1619.67,0.539,4,0.5654248438435542,3,High Propensity - Standard Value,Email,1
115523,India,WhatsApp,Silver,43,5,3337.06,0.471,0,0.5654187806470046,3,High Propensity - Standard Value,WhatsApp,1
115852,UK/EU,Email,Silver,56,5,3618.88,0.285,0,0.5653865078849187,3,High Propensity - Standard Value,Email,1
101419,Other,Email,Gold,17,3,6262.23,0.293,1,0.565281960543089,3,High Propensity - Standard Value,Email,1
114659,UAE,App Push,Silver,36,4,3206.34,0.24,2,0.565211150210226,3,High Propensity - Standard Value,App Push,1
116504,India,SMS,Platinum,37,1,7207.66,0.22,0,0.5651988132408484,3,High Propensity - Standard Value,SMS,1
119282,GCC,Email,Silver,40,4,4440.57,0.329,1,0.565178531126633,3,High Propensity - Standard Value,Email,1
112595,UAE,Email,Bronze,14,2,2381.97,0.611,3,0.5651304308183748,3,High Propensity - Standard Value,Email,1
102696,UK/EU,App Push,Bronze,10,2,1731.46,0.559,1,0.5651180802196354,3,High Propensity - Standard Value,App Push,1
107563,India,App Push,Silver,5,5,3602.87,0.451,1,0.5650900174980006,3,High Propensity - Standard Value,App Push,1
117162,UAE,Email,Bronze,0,7,2396.37,0.381,0,0.5650283732585974,3,High Propensity - Standard Value,Email,1
114725,UAE,App Push,Bronze,14,12,2222.82,0.475,3,0.5650060715054966,3,High Propensity - Standard Value,App Push,1
115010,UAE,App Push,Gold,58,5,4849.93,0.294,2,0.5649908188356125,3,High Propensity - Standard Value,App Push,1
119524,India,Email,Bronze,72,0,1815.48,,3,0.5649825796099098,3,High Propensity - Standard Value,Email,1
110618,North America,App Push,Silver,92,6,4304.33,0.604,3,0.5649473412408285,3,High Propensity - Standard Value,App Push,1
103598,GCC,WhatsApp,Silver,29,4,4156.88,0.415,3,0.5649200093883386,3,High Propensity - Standard Value,WhatsApp,1
116189,North America,Email,Bronze,10,2,1152.63,0.708,0,0.5648906535157777,3,High Propensity - Standard Value,Email,1
109031,UK/EU,Email,Silver,6,12,4316.75,0.5,0,0.5648806459081969,3,High Propensity - Standard Value,Email,1
102018,India,Phone,Bronze,20,5,3114.25,0.534,2,0.5648274035405811,3,High Propensity - Standard Value,Email,1
109229,UAE,SMS,Bronze,6,10,2514.38,0.369,1,0.5648196301264906,3,High Propensity - Standard Value,SMS,1
111032,UAE,App Push,Silver,84,1,4553.89,0.459,0,0.5648015607135448,3,High Propensity - Standard Value,App Push,1
117877,North America,Email,Silver,0,11,3594.94,0.263,2,0.5647837401784658,3,High Propensity - Standard Value,Email,1
112244,UK/EU,SMS,Bronze,38,5,1489.72,0.619,4,0.5647446922564118,3,High Propensity - Standard Value,SMS,1
114683,UK/EU,Email,Platinum,98,3,7702.72,0.318,4,0.5647001789851505,3,High Propensity - Standard Value,Email,1
104231,UAE,WhatsApp,Bronze,19,5,2093.62,0.503,2,0.5646828061573608,3,High Propensity - Standard Value,WhatsApp,1
108521,UAE,App Push,Silver,0,1,3660.84,0.265,1,0.5646642843673239,3,High Propensity - Standard Value,App Push,1
102956,UAE,WhatsApp,Silver,93,5,3375.1,0.439,2,0.5646528081391642,3,High Propensity - Standard Value,WhatsApp,1
119133,UK/EU,Email,Bronze,17,3,2039.94,0.28,2,0.5645868272544204,3,High Propensity - Standard Value,Email,1
117396,North America,App Push,Bronze,5,3,3024.28,0.485,0,0.5645511193043318,3,High Propensity - Standard Value,App Push,1
115386,India,App Push,Silver,47,12,3480.73,0.642,0,0.5645393344898336,3,High Propensity - Standard Value,App Push,1
100142,GCC,SMS,Bronze,107,5,1101.81,0.673,4,0.5644959387356387,3,High Propensity - Standard Value,SMS,1
116655,India,Email,Silver,21,10,3769.87,0.45,0,0.5644112741230412,3,High Propensity - Standard Value,Email,1
110952,Other,Email,Bronze,34,7,1155.53,0.404,3,0.5643814681454524,3,High Propensity - Standard Value,Email,1
119365,UAE,Email,Gold,31,8,5753.49,0.212,3,0.5643793006989819,3,High Propensity - Standard Value,Email,1
116330,Other,SMS,Silver,114,1,3192.48,0.516,0,0.5643780537711198,3,High Propensity - Standard Value,SMS,1
101883,Other,Email,Bronze,8,3,2610.95,0.497,1,0.5643123161633352,3,High Propensity - Standard Value,Email,1
113353,UAE,SMS,Bronze,67,3,2159.24,0.587,2,0.5643107353780744,3,High Propensity - Standard Value,SMS,1
113312,UAE,App Push,Gold,46,5,5001.06,0.294,1,0.5643019833328681,3,High Propensity - Standard Value,App Push,1
113081,GCC,Email,Platinum,0,6,6551.98,0.163,0,0.5642704584728936,3,High Propensity - Standard Value,Email,1
100170,India,Email,Silver,11,5,4155.78,0.266,1,0.5642671761280298,3,High Propensity - Standard Value,Email,1
111605,UK/EU,SMS,Bronze,38,1,2221.14,0.484,3,0.564245314120091,3,High Propensity - Standard Value,SMS,1
103197,North America,App Push,Platinum,67,7,6912.04,0.45,0,0.5642399454730407,3,High Propensity - Standard Value,App Push,1
108784,UAE,App Push,Bronze,8,0,1286.56,0.478,2,0.5642316537125412,3,High Propensity - Standard Value,App Push,1
102389,UK/EU,Email,Silver,25,8,3911.67,0.499,0,0.5642120831114407,3,High Propensity - Standard Value,Email,1
109293,UAE,Email,Bronze,51,6,2650.35,0.717,2,0.5641892492776496,3,High Propensity - Standard Value,Email,1
118651,UK/EU,WhatsApp,Gold,30,2,4899.29,0.471,0,0.5641504305395798,3,High Propensity - Standard Value,WhatsApp,1
113196,UAE,WhatsApp,Bronze,65,2,1749.15,0.564,1,0.5641455780029008,3,High Propensity - Standard Value,WhatsApp,1
113494,UAE,SMS,Gold,38,4,5291.04,0.389,1,0.5641312312499712,3,High Propensity - Standard Value,SMS,1
104008,Other,Email,Platinum,33,0,6483.86,0.35,0,0.5640796196221546,3,High Propensity - Standard Value,Email,1
119510,UAE,Email,Bronze,68,5,2614.12,0.225,3,0.5640312832825704,3,High Propensity - Standard Value,Email,1
100735,GCC,WhatsApp,Silver,41,3,3633.38,0.658,0,0.5640271856608456,3,High Propensity - Standard Value,WhatsApp,1
105710,Other,App Push,Silver,30,5,3582.92,0.397,0,0.5640265491163946,3,High Propensity - Standard Value,App Push,1
113288,UAE,Email,Gold,38,10,5364.26,0.212,1,0.5639743662336029,3,High Propensity - Standard Value,Email,1
107975,North America,Phone,Bronze,7,4,1668.2,0.465,0,0.5639071779058373,3,High Propensity - Standard Value,Email,1
102620,UK/EU,SMS,Bronze,5,3,2165.32,0.65,2,0.5639070692791788,3,High Propensity - Standard Value,SMS,1
115735,North America,WhatsApp,Bronze,32,5,1829.32,0.593,1,0.5638689508330903,3,High Propensity - Standard Value,WhatsApp,1
107131,UAE,Email,Gold,41,2,,0.348,3,0.5638202272755237,3,High Propensity - Standard Value,Email,1
114867,UAE,Email,Bronze,75,4,1654.84,0.434,0,0.5637810103333392,3,High Propensity - Standard Value,Email,1
110947,UK/EU,Phone,Silver,24,10,3352.64,0.408,2,0.5637784766360905,3,High Propensity - Standard Value,Email,1
114170,GCC,WhatsApp,Bronze,13,5,1223.61,0.437,2,0.5637654951790144,3,High Propensity - Standard Value,WhatsApp,1
106481,North America,SMS,Silver,0,4,3395.36,,2,0.5637511452499014,3,High Propensity - Standard Value,SMS,1
114228,UAE,Email,Silver,8,15,4313.83,0.364,1,0.5637474456488276,3,High Propensity - Standard Value,Email,1
108893,UAE,WhatsApp,Gold,48,5,4643.38,0.291,1,0.5637256893415655,3,High Propensity - Standard Value,WhatsApp,1
100705,India,App Push,Silver,6,3,3364.94,0.256,2,0.5637071863470569,3,High Propensity - Standard Value,App Push,1
119295,UAE,WhatsApp,Gold,62,1,5310.39,0.362,2,0.5636439238171398,3,High Propensity - Standard Value,WhatsApp,1
107258,GCC,App Push,Bronze,11,6,1517.04,0.662,2,0.5636361948943107,3,High Propensity - Standard Value,App Push,1
113061,India,WhatsApp,Gold,78,4,5807.53,0.576,2,0.5636235290246566,3,High Propensity - Standard Value,WhatsApp,1
109765,North America,SMS,Silver,86,4,3604.74,0.35,0,0.5635022067712654,3,High Propensity - Standard Value,SMS,1
109857,UK/EU,WhatsApp,Silver,22,6,4549.98,0.472,0,0.5634572683941176,3,High Propensity - Standard Value,WhatsApp,1
101878,UAE,WhatsApp,Silver,25,7,3572.27,0.508,2,0.5634467670733873,3,High Propensity - Standard Value,WhatsApp,1
117501,UAE,WhatsApp,Gold,15,4,4665.1,0.508,1,0.5634462234061722,3,High Propensity - Standard Value,WhatsApp,1
115418,GCC,Email,Bronze,67,4,2586.61,0.635,1,0.5634210372246289,3,High Propensity - Standard Value,Email,1
106278,UK/EU,App Push,Gold,6,6,5176.0,0.406,0,0.5633840032720512,3,High Propensity - Standard Value,App Push,1
117384,North America,Email,Bronze,9,3,2730.62,0.857,0,0.56336728794038,3,High Propensity - Standard Value,Email,1
101665,India,Email,Bronze,9,9,1211.33,0.547,2,0.5633306548275631,3,High Propensity - Standard Value,Email,1
119903,GCC,Email,Gold,13,10,6177.82,0.284,0,0.5633099811850688,3,High Propensity - Standard Value,Email,1
116621,Other,SMS,Silver,91,3,3763.2,0.589,1,0.5633053099505829,3,High Propensity - Standard Value,SMS,1
113098,India,App Push,Silver,39,6,3252.65,0.629,0,0.5632987225078369,3,High Propensity - Standard Value,App Push,1
107780,UAE,Email,Silver,33,8,3235.2,0.412,1,0.5632928892000657,3,High Propensity - Standard Value,Email,1
118670,UAE,App Push,Bronze,76,4,1540.6,0.717,2,0.5632588608734993,3,High Propensity - Standard Value,App Push,1
113050,GCC,Email,Gold,36,2,5419.41,0.42,0,0.5632542273086355,4,Mid Propensity - Test Offer,Email,1
106610,GCC,SMS,Gold,0,6,4773.17,0.273,1,0.5632493597642687,4,Mid Propensity - Test Offer,SMS,1
103074,UAE,Phone,Silver,70,5,3501.55,0.335,1,0.56318155762228,4,Mid Propensity - Test Offer,Email,1
101954,North America,Phone,Bronze,0,4,2947.47,0.484,0,0.563076566630911,4,Mid Propensity - Test Offer,Email,1
110172,India,SMS,Bronze,27,0,1327.41,0.629,1,0.5630546154321777,4,Mid Propensity - Test Offer,SMS,1
113205,India,App Push,Gold,73,1,5884.85,0.521,1,0.5630412805208296,4,Mid Propensity - Test Offer,App Push,1
107490,UK/EU,WhatsApp,Silver,8,5,3269.54,0.52,1,0.5629792665184098,4,Mid Propensity - Test Offer,WhatsApp,1
100899,UAE,Email,Bronze,11,4,2843.03,0.64,0,0.5628865736839087,4,Mid Propensity - Test Offer,Email,1
118745,UAE,Email,Silver,26,12,3960.08,0.369,0,0.5628842105859264,4,Mid Propensity - Test Offer,Email,1
102168,UAE,WhatsApp,Silver,7,8,3924.99,0.478,2,0.5628773595915981,4,Mid Propensity - Test Offer,WhatsApp,1
105716,UAE,App Push,Bronze,22,0,1635.86,0.513,2,0.5628675153408582,4,Mid Propensity - Test Offer,App Push,1
103950,North America,Email,Silver,78,3,3663.27,0.48,1,0.5628637500435347,4,Mid Propensity - Test Offer,Email,1
109226,UAE,SMS,Silver,102,7,3852.1,0.516,2,0.5628568423343042,4,Reactivation Test Cell,SMS,1
105069,GCC,SMS,Silver,32,6,3730.78,0.58,2,0.5628343854666664,4,Mid Propensity - Test Offer,SMS,1
118092,GCC,SMS,Silver,15,5,3571.21,0.327,0,0.5628224068224968,4,Mid Propensity - Test Offer,SMS,1
119167,North America,Email,Bronze,27,6,1195.8,0.505,3,0.562807745001866,4,Mid Propensity - Test Offer,Email,1
113237,UK/EU,App Push,Bronze,28,2,2611.13,0.478,2,0.5627549326942732,4,Mid Propensity - Test Offer,App Push,1
107306,UAE,WhatsApp,Gold,44,8,6379.64,0.358,1,0.5626395822618289,4,Mid Propensity - Test Offer,WhatsApp,1
119419,UK/EU,Email,Silver,99,9,4534.09,0.581,2,0.5626060391568013,4,Reactivation Test Cell,Email,1
108516,UK/EU,Email,Bronze,21,5,2974.7,0.381,2,0.5625858994164498,4,Mid Propensity - Test Offer,Email,1
103398,India,Email,Silver,38,6,3379.62,0.528,1,0.5625838339091107,4,Mid Propensity - Test Offer,Email,1
112943,India,Phone,Gold,62,11,6404.75,0.389,2,0.562546789913485,4,Mid Propensity - Test Offer,Email,1
111726,North America,WhatsApp,Gold,30,7,6328.33,0.257,0,0.5625152808765471,4,Mid Propensity - Test Offer,WhatsApp,1
111373,UAE,App Push,Silver,125,6,3356.22,0.474,3,0.5624854254346562,4,Reactivation Test Cell,App Push,1
119737,UAE,SMS,Platinum,6,0,6532.42,0.309,1,0.5624691315397125,4,Mid Propensity - Test Offer,SMS,1
117068,GCC,Email,Gold,47,5,5536.64,0.491,0,0.5624405254325406,4,Mid Propensity - Test Offer,Email,1
119104,North America,SMS,Silver,89,4,3214.46,0.646,2,0.562388905526592,4,Mid Propensity - Test Offer,SMS,1
115247,North America,SMS,Bronze,44,2,2940.13,0.575,0,0.5623884996083511,4,Mid Propensity - Test Offer,SMS,1
102877,UAE,WhatsApp,Bronze,85,4,2038.51,0.672,2,0.5623380105098977,4,Mid Propensity - Test Offer,WhatsApp,1
104964,India,WhatsApp,Silver,55,7,3333.87,0.539,3,0.5623050281976427,4,Mid Propensity - Test Offer,WhatsApp,1
110137,UAE,SMS,Bronze,17,5,2679.46,0.391,1,0.5622535941917912,4,Mid Propensity - Test Offer,SMS,1
111867,UK/EU,Email,Bronze,48,3,3118.62,0.692,1,0.5622289533205677,4,Mid Propensity - Test Offer,Email,1
106225,GCC,Email,Silver,42,5,4523.75,0.345,1,0.5622121119520431,4,Mid Propensity - Test Offer,Email,1
111246,Other,WhatsApp,Silver,13,4,3339.9,0.448,1,0.5622057699750813,4,Mid Propensity - Test Offer,WhatsApp,1
100056,UAE,App Push,Bronze,18,7,2189.69,0.519,2,0.5621250392580752,4,Mid Propensity - Test Offer,App Push,1
114147,India,Email,Bronze,44,6,1370.34,0.514,1,0.562105498772839,4,Mid Propensity - Test Offer,Email,1
118150,India,Email,Bronze,77,5,2928.51,0.605,4,0.562078724734272,4,Mid Propensity - Test Offer,Email,1
111168,UK/EU,WhatsApp,Silver,44,3,4143.52,0.564,0,0.5620604485164926,4,Mid Propensity - Test Offer,WhatsApp,1
117807,GCC,Phone,Silver,28,5,4116.93,0.301,2,0.5619828702235038,4,Mid Propensity - Test Offer,Email,1
110535,GCC,SMS,Silver,56,11,3413.46,0.237,2,0.5619753715619721,4,Mid Propensity - Test Offer,SMS,1
115559,UAE,WhatsApp,Silver,108,4,4328.77,0.36,2,0.5619680517735093,4,Reactivation Test Cell,WhatsApp,1
106163,UAE,WhatsApp,Bronze,27,10,1940.33,0.497,4,0.5619568909889973,4,Mid Propensity - Test Offer,WhatsApp,1
104168,India,Email,Gold,6,5,5507.84,0.399,1,0.5619391197990962,4,Mid Propensity - Test Offer,Email,1
114738,India,WhatsApp,Silver,51,8,4319.37,0.445,2,0.5619204265959511,4,Mid Propensity - Test Offer,WhatsApp,1
105057,UK/EU,Email,Silver,46,3,3519.77,0.516,1,0.5619017658910326,4,Mid Propensity - Test Offer,Email,1
118371,UK/EU,WhatsApp,Silver,86,8,4551.85,0.406,2,0.5618890410341109,4,Mid Propensity - Test Offer,WhatsApp,1
116929,Other,Email,Bronze,12,3,2688.2,0.623,2,0.5618472188610683,4,Mid Propensity - Test Offer,Email,1
107971,India,SMS,Silver,22,5,3930.19,0.47,2,0.5618325359027936,4,Mid Propensity - Test Offer,SMS,1
103003,GCC,SMS,Gold,80,6,4840.82,0.46,2,0.5617724005459132,4,Mid Propensity - Test Offer,SMS,1
117269,UAE,SMS,Silver,19,3,3211.25,0.383,1,0.5617281789032831,4,Mid Propensity - Test Offer,SMS,1
115145,GCC,SMS,Bronze,10,6,3068.28,0.364,4,0.5617277680684027,4,Mid Propensity - Test Offer,SMS,1
110700,Other,Email,Silver,12,5,3184.28,0.354,2,0.5617220748342908,4,Mid Propensity - Test Offer,Email,1
112580,UAE,Email,Bronze,16,8,3117.41,0.58,2,0.5616372101080047,4,Mid Propensity - Test Offer,Email,1
117004,UAE,App Push,Bronze,42,3,1401.58,0.912,1,0.5616186238884927,4,Mid Propensity - Test Offer,App Push,1
111654,UAE,App Push,Silver,37,3,3701.73,0.497,2,0.561551278539838,4,Mid Propensity - Test Offer,App Push,1
117527,North America,WhatsApp,Bronze,39,1,3128.62,0.386,3,0.5615073953023776,4,Mid Propensity - Test Offer,WhatsApp,1
103182,UAE,Email,Bronze,17,3,1030.61,0.311,1,0.561488154261547,4,Mid Propensity - Test Offer,Email,1
117741,GCC,Email,Gold,54,2,5163.6,0.338,2,0.5614396956459031,4,Mid Propensity - Test Offer,Email,1
107067,GCC,WhatsApp,Silver,18,3,4499.65,0.437,1,0.5614376398265636,4,Mid Propensity - Test Offer,WhatsApp,1
109655,India,Email,Silver,18,2,3845.4,0.36,1,0.561414883323076,4,Mid Propensity - Test Offer,Email,1
116912,North America,Email,Gold,16,2,6238.72,,1,0.5613715562234705,4,Mid Propensity - Test Offer,Email,1
118067,North America,WhatsApp,Silver,54,5,3567.03,0.553,0,0.5613258032528415,4,Mid Propensity - Test Offer,WhatsApp,1
109834,UK/EU,App Push,Bronze,52,6,2314.57,0.448,1,0.5612064503137915,4,Mid Propensity - Test Offer,App Push,1
111718,GCC,Email,Bronze,50,7,2612.44,0.457,3,0.561196175453028,4,Mid Propensity - Test Offer,Email,1
103810,UAE,Email,Silver,19,9,3838.33,0.291,2,0.5611910839105492,4,Mid Propensity - Test Offer,Email,1
107205,North America,Email,Bronze,45,2,3008.95,0.338,4,0.5611374499906372,4,Mid Propensity - Test Offer,Email,1
116331,North America,App Push,Bronze,20,0,1496.42,0.32,2,0.5610287634524065,4,Mid Propensity - Test Offer,App Push,1
118632,UAE,App Push,Bronze,9,2,2391.93,0.7,2,0.5609871494579105,4,Mid Propensity - Test Offer,App Push,1
104302,India,Phone,Gold,67,3,5289.03,0.301,3,0.560954579970768,4,Mid Propensity - Test Offer,Email,1
109799,UAE,Email,Gold,51,7,4973.41,0.475,2,0.5609448007141247,4,Mid Propensity - Test Offer,Email,1
105191,GCC,WhatsApp,Platinum,85,10,7253.41,0.271,1,0.5609369864073166,4,Mid Propensity - Test Offer,WhatsApp,1
100761,UK/EU,WhatsApp,Silver,16,6,3190.72,,2,0.5609310007361039,4,Mid Propensity - Test Offer,WhatsApp,1
107553,GCC,Phone,Bronze,41,5,2144.78,0.633,4,0.5609059472392193,4,Mid Propensity - Test Offer,Email,1
117564,GCC,WhatsApp,Bronze,55,3,1797.8,0.647,1,0.5609045603860531,4,Mid Propensity - Test Offer,WhatsApp,1
103291,India,WhatsApp,Silver,45,6,4221.87,0.397,0,0.5608919919024176,4,Mid Propensity - Test Offer,WhatsApp,1
118327,North America,Email,Bronze,32,1,2630.09,0.383,0,0.5608542721052759,4,Mid Propensity - Test Offer,Email,1
100560,GCC,Email,Gold,240,7,4635.87,0.557,3,0.5608394909108166,4,Reactivation Test Cell,Email,1
114197,North America,SMS,Bronze,18,7,2840.66,0.366,0,0.5608381933056364,4,Mid Propensity - Test Offer,SMS,1
104880,UAE,WhatsApp,Bronze,26,4,2771.58,0.461,1,0.5607802970506575,4,Mid Propensity - Test Offer,WhatsApp,1
106277,Other,Email,Silver,41,4,3931.23,0.451,2,0.5607553381337897,4,Mid Propensity - Test Offer,Email,1
116370,India,SMS,Gold,42,4,5362.57,0.467,0,0.5607381551668787,4,Mid Propensity - Test Offer,SMS,1
101699,UK/EU,Email,Bronze,23,6,2129.85,0.31,3,0.5607188325778926,4,Mid Propensity - Test Offer,Email,1
119136,GCC,Email,Platinum,72,1,7700.64,0.421,1,0.5607020495173309,4,Mid Propensity - Test Offer,Email,1
106839,North America,Email,Silver,30,4,4331.71,0.431,0,0.5606926604633283,4,Mid Propensity - Test Offer,Email,1
114689,UK/EU,Email,Silver,33,0,3322.58,0.513,3,0.5606716802716303,4,Mid Propensity - Test Offer,Email,1
107839,UK/EU,Email,Bronze,68,0,2028.75,0.865,0,0.5606673043511323,4,Mid Propensity - Test Offer,Email,1
102477,India,Email,Bronze,0,4,1569.54,0.655,2,0.5606387812118521,4,Mid Propensity - Test Offer,Email,1
109030,India,Email,Bronze,23,5,1938.41,0.453,1,0.5606192206905048,4,Mid Propensity - Test Offer,Email,1
104165,GCC,Email,Silver,101,3,4302.8,0.429,2,0.5605859162594142,4,Reactivation Test Cell,Email,1
118863,Other,WhatsApp,Bronze,7,1,1889.82,0.542,2,0.5605529667611888,4,Mid Propensity - Test Offer,WhatsApp,1
100681,North America,Email,Bronze,36,4,2923.65,0.366,1,0.5604897889622106,4,Mid Propensity - Test Offer,Email,1
119686,UAE,SMS,Silver,43,8,3354.37,0.542,1,0.5603835024607698,4,Mid Propensity - Test Offer,SMS,1
117361,GCC,Email,Gold,31,3,6291.15,0.266,1,0.5603584289495608,4,Mid Propensity - Test Offer,Email,1
111544,UAE,Email,Silver,11,8,3565.1,0.376,3,0.5603520330270356,4,Mid Propensity - Test Offer,Email,1
100755,GCC,Email,Bronze,95,6,1577.64,0.549,3,0.5603338169112362,4,Reactivation Test Cell,Email,1
114059,North America,Email,Bronze,50,1,2862.03,0.725,2,0.5603168689618587,4,Mid Propensity - Test Offer,Email,1
102515,UK/EU,SMS,Gold,67,3,6246.94,0.364,2,0.5602573328005465,4,Mid Propensity - Test Offer,SMS,1
109319,UAE,Email,Silver,57,3,3754.7,0.493,2,0.5602500187025442,4,Mid Propensity - Test Offer,Email,1
118035,UAE,Email,Bronze,54,3,2700.61,0.64,2,0.5602489033523165,4,Mid Propensity - Test Offer,Email,1
107502,UAE,Email,Silver,20,1,3546.26,0.413,1,0.5602437200439864,4,Mid Propensity - Test Offer,Email,1
113588,UAE,WhatsApp,Silver,38,4,3872.85,0.434,0,0.5602275346048647,4,Mid Propensity - Test Offer,WhatsApp,1
114332,North America,App Push,Bronze,12,5,2124.4,0.571,5,0.5602201632705399,4,Mid Propensity - Test Offer,App Push,1
109216,North America,App Push,Gold,3,12,4639.15,0.156,1,0.5602153467983487,4,Mid Propensity - Test Offer,App Push,1
110473,North America,Email,Silver,88,5,3744.38,0.463,1,0.5602057661882557,4,Mid Propensity - Test Offer,Email,1
101799,UAE,SMS,Bronze,14,3,2783.85,0.648,1,0.5602031354424958,4,Mid Propensity - Test Offer,SMS,1
107555,UAE,SMS,Bronze,33,5,2058.27,0.704,2,0.5601948941130531,4,Mid Propensity - Test Offer,SMS,1
119525,India,SMS,Silver,14,0,3360.28,0.493,2,0.5601822219732387,4,Mid Propensity - Test Offer,SMS,1
104886,India,Email,Gold,29,4,4745.92,0.298,1,0.560143683185015,4,Mid Propensity - Test Offer,Email,1
117303,GCC,Email,Bronze,24,5,2543.85,0.515,3,0.5601126411923015,4,Mid Propensity - Test Offer,Email,1
116691,UAE,WhatsApp,Bronze,26,9,109.76,0.608,1,0.560088240723318,4,Mid Propensity - Test Offer,WhatsApp,1
108379,North America,SMS,Bronze,6,1,2666.82,0.484,1,0.5600633246683909,4,Mid Propensity - Test Offer,SMS,1
118432,India,Email,Bronze,95,7,1989.87,0.727,1,0.560007236884635,4,Reactivation Test Cell,Email,1
100993,UAE,Email,Silver,66,5,3949.51,0.568,2,0.5599960961397061,4,Mid Propensity - Test Offer,Email,1
110770,UAE,Email,Bronze,15,6,551.68,0.404,2,0.5599875291571008,4,Mid Propensity - Test Offer,Email,1
115393,GCC,WhatsApp,Gold,13,18,6001.4,0.191,1,0.5599498665915728,4,Mid Propensity - Test Offer,WhatsApp,1
117764,UK/EU,SMS,Gold,198,8,5736.56,0.579,0,0.5599154905956294,4,Reactivation Test Cell,SMS,1
110467,UAE,SMS,Bronze,17,2,2647.42,0.564,0,0.5598879634604939,4,Mid Propensity - Test Offer,SMS,1
109695,UAE,Email,Silver,95,3,4361.17,0.486,2,0.5598654042838327,4,Reactivation Test Cell,Email,1
113352,UAE,Phone,Gold,0,8,5715.29,0.306,2,0.5598474226687226,4,Mid Propensity - Test Offer,Email,1
101086,UK/EU,Email,Bronze,55,11,2165.66,0.604,0,0.5598345376571027,4,Mid Propensity - Test Offer,Email,1
104832,North America,Email,Silver,103,3,4437.97,0.609,3,0.5598176952243522,4,Reactivation Test Cell,Email,1
111702,India,WhatsApp,Platinum,45,5,7546.7,0.251,1,0.5597641288834946,4,Mid Propensity - Test Offer,WhatsApp,1
108448,GCC,Email,Gold,60,4,4957.85,0.31,1,0.5597344128719931,4,Mid Propensity - Test Offer,Email,1
115732,UAE,App Push,Gold,66,5,5425.4,0.564,0,0.5596713065090938,4,Mid Propensity - Test Offer,App Push,1
113704,UAE,Email,Silver,50,2,3401.59,0.657,1,0.5596676417359391,4,Mid Propensity - Test Offer,Email,1
117439,UAE,Email,Bronze,76,2,2808.56,0.634,4,0.559623136142403,4,Mid Propensity - Test Offer,Email,1
109937,UAE,Phone,Silver,0,8,3883.95,0.32,2,0.5596064245432922,4,Mid Propensity - Test Offer,Email,1
107567,GCC,App Push,Gold,10,6,5861.5,0.332,0,0.5594776642567162,4,Mid Propensity - Test Offer,App Push,1
