customer_id,signup_date,home_market,preferred_channel,loyalty_tier,last_visit_days_ago,visits_30d,visits_90d,visits_180d,hotel_nights_180d,dining_visits_90d,entertainment_visits_90d,spa_visits_90d,total_spend_180d,avg_spend_per_visit,email_open_rate,promotion_clicks_90d,prior_offer_count_180d,prior_offer_redemptions_180d,service_cases_180d,weekend_visit_share,booking_lead_days_avg,responded_to_campaign
103636,2024-04-09,UAE,Email,Silver,76,0,1,2,1,2,1,0,4558.37,2279.18,,0,0,0,0,0.642,32.1,0
103637,2024-06-07,UAE,Email,Bronze,76,4,7,12,2,3,1,0,2488.86,207.4,0.303,1,1,0,1,0.367,19.1,0
103638,2026-01-23,North America,Email,Silver,0,2,3,9,2,1,1,0,4114.42,457.16,0.296,2,1,1,1,0.235,11.6,0
103639,2023-12-17,UAE,Email,Platinum,37,1,3,12,4,4,3,1,6516.0,543.0,0.248,1,1,0,1,0.436,24.0,0
103640,2023-07-25,UAE,SMS,Gold,62,5,11,25,4,3,3,0,4817.33,192.69,0.413,2,3,1,5,0.481,26.4,1
103641,2022-10-03,UK/EU,SMS,Silver,77,0,1,4,2,0,1,0,4443.2,1110.8,0.41,0,1,0,0,0.652,25.1,0
103642,2022-09-30,GCC,WhatsApp,Gold,53,0,6,9,1,5,1,1,4947.58,549.73,0.208,1,4,0,1,0.79,10.3,0
103643,2024-06-17,UAE,Email,Silver,24,2,4,9,4,1,0,1,3777.64,419.74,0.41,1,1,0,3,0.651,15.0,1
103644,2022-08-19,UAE,SMS,Bronze,94,1,2,3,0,0,0,1,1130.15,376.72,0.382,1,2,0,0,0.383,25.5,0
103645,2024-04-26,UK/EU,App Push,Bronze,50,0,1,3,0,0,1,0,693.24,231.08,0.167,2,0,0,0,0.264,5.5,0
103646,2023-11-15,India,SMS,Bronze,24,0,2,5,1,0,1,0,2820.22,564.04,0.666,3,0,0,0,0.37,10.5,0
103647,2024-01-12,UK/EU,SMS,Silver,0,4,9,16,3,4,3,0,3759.02,234.94,0.591,2,3,1,0,0.442,19.3,1
103648,2022-06-23,UAE,WhatsApp,Platinum,59,2,8,28,6,5,3,0,10523.12,375.83,0.41,1,0,0,2,0.372,31.2,0
103649,2023-07-02,GCC,WhatsApp,Platinum,18,2,6,9,5,3,1,0,6905.49,767.28,0.442,1,1,0,3,0.563,36.3,1
103650,2025-12-01,UK/EU,SMS,Bronze,64,0,2,5,0,4,1,0,1746.82,349.36,0.186,0,0,0,0,0.231,5.0,0
103651,2026-02-08,UAE,Phone,Silver,45,0,1,4,0,0,0,2,3462.88,865.72,0.427,0,3,0,0,0.65,32.1,0
103652,2024-10-12,UAE,Email,Bronze,5,2,4,7,2,1,0,0,2206.1,315.16,0.698,1,0,0,2,0.533,20.4,1
103653,2024-05-14,GCC,Email,Silver,89,0,1,3,0,0,2,2,3901.66,1300.55,0.21,0,2,0,1,0.381,25.8,1
103654,2023-10-08,GCC,SMS,Platinum,29,1,4,12,2,4,2,0,6441.1,536.76,0.511,2,0,0,1,0.657,27.0,1
103655,2024-07-02,UAE,Email,Bronze,20,1,4,7,0,2,1,0,2112.01,301.72,0.407,0,1,0,1,0.369,24.5,0
103656,2024-05-16,Other,Email,Bronze,69,2,2,4,0,1,3,1,1725.81,431.45,0.174,1,1,1,1,0.481,5.5,0
103657,2022-10-11,GCC,Email,Silver,35,1,1,5,2,1,1,1,4389.23,877.85,0.526,2,2,1,1,0.14,35.9,0
103658,2025-01-28,India,WhatsApp,Silver,21,0,3,5,1,0,1,1,3650.13,730.03,0.163,3,0,0,0,0.162,25.1,1
103659,2024-06-15,UAE,SMS,Bronze,108,3,7,10,1,4,3,0,2018.39,201.84,0.562,2,2,0,2,0.447,16.8,0
103660,2024-03-15,India,App Push,Bronze,44,1,2,2,0,2,1,0,1191.07,595.54,0.372,1,0,0,0,0.454,20.0,0
103661,2024-07-21,India,Email,Silver,71,2,5,8,1,2,1,0,3486.48,435.81,0.658,0,2,0,1,0.575,9.9,0
103662,2022-08-06,Other,WhatsApp,Bronze,114,2,3,7,1,4,4,0,2020.1,288.59,0.537,1,2,1,0,0.7,13.4,0
103663,2022-08-15,GCC,Email,Silver,33,3,12,22,2,10,2,0,4214.19,191.55,0.019,0,2,0,2,0.601,13.7,0
103664,2024-05-18,UK/EU,Email,Bronze,43,1,4,10,0,4,4,1,1956.27,195.63,0.516,1,1,0,1,0.401,18.1,0
103665,2024-08-15,UAE,WhatsApp,Bronze,33,0,0,2,0,4,1,0,1286.91,643.46,0.673,3,1,1,0,0.509,23.9,0
103666,2024-01-30,India,Email,Silver,37,0,2,7,3,0,1,1,3600.78,514.4,0.348,3,1,0,0,0.471,21.7,0
103667,2025-09-05,Other,WhatsApp,Bronze,34,2,4,4,0,1,0,0,1785.41,446.35,0.635,1,1,0,0,0.586,32.3,1
103668,2024-09-19,India,WhatsApp,Gold,32,0,1,2,3,1,2,1,4901.31,2450.66,0.612,5,0,0,0,0.619,22.5,1
103669,2025-07-15,UK/EU,WhatsApp,Bronze,23,1,3,7,0,1,0,1,625.74,89.39,0.306,0,1,0,0,0.244,16.4,0
103670,2025-10-28,North America,WhatsApp,Silver,7,1,2,7,2,5,1,0,3747.81,535.4,0.507,0,1,0,1,0.301,14.3,0
103671,2026-01-05,Other,App Push,Gold,40,1,6,9,3,1,1,1,5738.4,637.6,0.589,2,1,0,0,0.491,26.7,0
103672,2024-02-02,UAE,Email,Bronze,25,1,4,9,0,1,1,0,582.91,64.77,0.282,0,1,0,1,0.463,20.5,1
103673,2026-05-21,UAE,App Push,Bronze,79,0,4,4,0,4,0,1,2137.05,534.26,0.317,0,0,0,0,0.331,32.2,0
103674,2023-11-09,India,Email,Bronze,44,7,12,20,1,4,5,0,1896.85,94.84,0.495,1,0,0,5,0.461,21.0,0
103675,2024-09-11,Other,SMS,Bronze,108,2,6,8,1,1,3,1,2336.61,292.08,0.303,2,3,1,1,0.39,20.4,0
103676,2024-12-13,GCC,App Push,Bronze,85,1,5,7,1,4,3,0,1913.44,273.35,0.654,3,4,4,0,0.627,15.8,0
103677,2023-05-17,GCC,Email,Bronze,42,1,3,8,0,2,3,1,1779.95,222.49,0.489,1,2,2,0,0.557,26.8,0
103678,2024-04-11,India,App Push,Bronze,23,1,5,10,0,4,1,0,1562.88,156.29,0.494,2,1,1,0,0.703,27.4,0
103679,2023-07-08,UAE,WhatsApp,Bronze,13,1,4,5,0,2,2,1,2713.79,542.76,0.146,0,1,0,0,0.575,22.4,0
103680,2023-08-11,UAE,App Push,Silver,82,1,6,18,3,5,4,0,3886.51,215.92,0.098,1,2,0,3,0.484,27.3,0
103681,2026-04-06,UAE,Email,Silver,60,2,3,5,3,0,0,0,3163.37,632.67,,0,4,1,0,0.487,12.0,0
103682,2025-07-17,UAE,SMS,Bronze,27,0,1,1,0,2,0,0,571.96,571.96,0.279,0,0,0,0,0.596,19.0,0
103683,2024-02-26,UK/EU,Email,Bronze,9,3,3,6,0,0,0,0,614.77,102.46,0.188,1,3,1,1,0.578,5.6,0
103684,2022-07-26,GCC,Email,Gold,26,1,2,4,3,6,0,1,5653.39,1413.35,0.387,4,1,0,1,0.551,22.1,1
103685,2025-10-13,UAE,WhatsApp,Silver,130,1,3,5,1,0,0,1,4178.77,835.75,0.455,1,2,0,0,0.813,9.1,0
103686,2025-12-22,India,WhatsApp,Silver,16,0,0,2,0,2,0,2,3691.56,1845.78,0.154,0,0,0,1,0.584,28.1,1
103687,2022-09-14,GCC,WhatsApp,Bronze,21,1,3,4,1,0,2,1,2217.07,554.27,0.654,2,2,0,0,0.461,15.6,0
103688,2022-08-08,GCC,WhatsApp,Bronze,41,1,4,11,1,5,1,0,2582.07,234.73,0.169,4,2,0,1,0.425,16.9,1
103689,2025-09-24,UAE,WhatsApp,Silver,18,2,4,9,2,1,2,0,3599.4,399.93,0.418,1,1,0,2,0.645,5.8,0
103690,2024-10-24,UAE,SMS,Silver,56,0,3,6,1,1,0,0,3481.47,580.24,,6,2,0,0,0.813,19.3,1
103691,2023-12-07,UK/EU,Email,Bronze,26,1,7,14,0,2,0,0,780.44,55.75,0.299,1,0,0,0,0.651,16.4,0
103692,2025-08-15,UAE,WhatsApp,Bronze,27,0,4,8,1,2,3,1,2506.85,313.36,,1,0,0,1,0.745,20.8,0
103693,2025-02-09,UAE,WhatsApp,Bronze,70,0,4,4,0,3,0,0,1673.38,418.34,0.548,2,2,1,0,0.669,9.6,0
103694,2024-11-02,UAE,Email,Silver,93,1,6,11,2,1,1,1,3928.14,357.1,0.453,1,3,2,1,0.37,36.1,0
103695,2023-11-16,GCC,SMS,Silver,68,1,3,6,2,0,1,2,3575.41,595.9,0.556,2,0,0,0,0.653,26.2,0
103696,2025-03-07,UAE,Email,Bronze,33,1,4,7,0,2,1,0,928.7,132.67,0.612,0,2,0,1,0.424,16.6,1
103697,2024-10-09,GCC,WhatsApp,Silver,41,0,0,1,1,1,1,0,4043.96,4043.96,0.377,2,1,0,0,0.422,23.4,0
103698,2025-04-02,UAE,Email,Bronze,15,1,3,4,0,0,1,1,1907.62,476.9,0.431,0,0,0,0,0.263,18.0,0
103699,2023-05-31,UAE,WhatsApp,Bronze,17,0,0,4,0,1,0,0,1253.33,313.33,0.063,0,1,0,1,0.538,29.4,0
103700,2025-10-15,North America,WhatsApp,Gold,72,3,9,12,2,3,5,1,5146.91,428.91,0.364,0,0,0,1,0.669,25.2,0
103701,2025-06-26,UAE,Phone,Platinum,61,4,9,18,6,8,5,0,7708.06,428.23,0.712,0,3,2,1,0.579,21.4,0
103702,2025-05-29,UAE,SMS,Silver,25,2,9,16,3,4,2,0,4086.02,255.38,0.438,0,1,0,1,0.613,20.7,0
103703,2022-11-03,India,App Push,Platinum,22,2,7,16,4,6,3,0,6925.85,432.87,0.329,0,0,0,2,0.256,19.2,0
103704,2022-09-09,UAE,WhatsApp,Gold,58,0,1,3,4,0,0,1,5223.36,1741.12,0.311,0,0,0,0,0.529,6.8,0
103705,2024-06-05,UK/EU,Email,Bronze,24,2,11,17,0,5,3,0,2797.68,164.57,0.201,2,2,1,1,0.379,5.2,0
103706,2025-10-10,UAE,SMS,Bronze,15,1,6,130,0,1,0,0,717.96,65.27,0.358,2,1,0,1,0.465,9.2,0
103707,2023-06-05,GCC,SMS,Silver,56,1,5,10,1,4,2,0,3344.55,334.46,0.271,1,0,0,1,0.62,18.4,0
103708,2024-06-17,Other,Email,Bronze,80,0,2,6,0,2,0,0,1635.63,272.6,0.318,4,1,0,0,0.37,26.7,1
103709,2023-01-22,UAE,SMS,Silver,4,1,1,2,1,2,0,1,3612.75,1806.38,0.262,2,1,0,0,0.352,24.2,0
103710,2024-12-23,UAE,Email,Bronze,33,3,4,11,2,2,0,0,3025.63,275.06,0.755,0,0,0,1,0.384,4.0,1
103711,2022-06-23,India,App Push,Silver,31,0,0,2,1,1,0,2,3631.63,1815.82,0.269,0,0,0,0,0.331,17.3,0
103712,2023-03-24,Other,Email,Silver,37,1,4,4,2,1,0,0,3783.99,946.0,0.23,1,1,0,0,0.347,10.6,0
103713,2025-07-05,GCC,Email,Bronze,50,2,5,9,2,0,1,1,2565.56,285.06,0.577,1,1,0,2,0.595,31.9,1
103714,2023-07-19,India,WhatsApp,Silver,3,1,6,8,0,5,2,0,3307.63,413.45,0.439,1,1,0,0,0.4,15.4,0
103715,2025-04-06,UAE,App Push,Silver,30,3,6,11,2,2,1,0,3520.28,320.03,0.296,0,0,0,2,0.421,15.5,0
103716,2025-01-06,India,App Push,Bronze,45,1,5,9,2,0,0,1,2514.88,279.43,0.216,2,2,0,0,0.73,14.5,0
103717,2025-05-28,UAE,App Push,Bronze,39,4,7,10,1,3,0,1,2124.26,212.43,0.561,1,0,0,0,0.542,10.7,0
103718,2023-09-19,India,App Push,Silver,23,0,2,5,2,2,1,0,3354.49,670.9,0.168,2,1,0,1,0.399,21.3,0
103719,2025-05-11,UAE,Email,Bronze,0,7,9,14,1,4,2,1,3161.02,225.79,0.544,3,2,0,1,0.477,0.0,0
103720,2023-11-20,India,SMS,Bronze,0,4,8,10,1,2,1,0,1940.98,194.1,0.253,2,4,2,0,0.62,9.9,0
103721,2024-02-09,UAE,Email,Bronze,33,1,5,11,1,1,0,0,1110.28,100.93,0.574,0,3,2,0,0.174,17.6,0
103722,2023-06-13,UK/EU,App Push,Bronze,15,1,3,5,1,1,3,1,2909.62,581.92,0.597,1,1,0,0,0.562,5.6,0
103723,2022-07-01,UK/EU,Email,Silver,40,0,4,8,1,4,1,1,3185.79,398.22,0.667,4,1,0,1,0.385,33.0,1
103724,2026-05-09,North America,SMS,Bronze,64,1,5,10,0,1,2,0,2130.55,213.06,0.438,1,3,0,2,0.498,24.5,0
103725,2022-07-05,Other,Email,Platinum,48,5,11,23,1,5,4,3,6912.39,300.54,0.584,2,4,2,4,0.567,15.7,1
103726,2025-12-16,GCC,App Push,Bronze,40,0,4,5,0,0,0,0,691.65,138.33,0.343,0,1,1,1,0.538,13.1,0
103727,2024-04-28,India,Email,Bronze,123,0,0,1,0,1,0,1,1694.99,1694.99,0.475,1,3,0,0,0.476,14.6,0
103728,2025-01-19,UAE,App Push,Bronze,61,2,3,6,1,1,1,0,1146.2,191.03,0.401,1,0,0,0,0.481,17.9,0
103729,2023-11-20,North America,App Push,Gold,166,1,4,6,1,3,0,1,5003.37,833.9,0.417,0,0,0,0,0.539,33.2,0
103730,2023-07-24,India,Email,Platinum,23,2,6,12,2,3,2,2,6801.54,566.79,0.255,1,4,2,1,0.268,33.2,0
103731,2023-01-08,GCC,WhatsApp,Bronze,39,2,5,10,0,2,3,0,1690.3,169.03,0.721,2,2,1,0,0.51,22.6,1
103732,2024-10-24,GCC,Email,Bronze,40,0,2,5,0,1,1,1,2333.0,466.6,0.498,3,0,0,0,0.511,21.1,0
103733,2022-09-25,UK/EU,SMS,Bronze,55,0,0,2,1,1,1,1,2582.73,1291.36,0.536,2,3,2,1,0.357,20.6,0
103734,2025-02-14,North America,Email,Platinum,39,0,1,1,4,0,1,1,7955.29,7955.29,0.44,0,2,2,0,0.326,25.8,1
103735,2025-08-03,UK/EU,WhatsApp,Bronze,48,1,2,7,1,0,0,0,2982.05,426.01,0.58,2,1,0,0,0.195,21.3,1
103736,2024-11-25,India,Email,Bronze,72,1,3,9,1,0,1,0,2636.49,292.94,0.484,0,1,0,0,0.374,28.4,0
103737,2024-04-26,GCC,WhatsApp,Silver,35,3,8,8,2,3,2,0,3489.47,436.18,0.468,1,3,2,1,0.574,15.1,1
103738,2023-10-09,Other,WhatsApp,Platinum,8,1,3,7,4,3,1,0,6957.35,993.91,0.563,0,0,0,0,0.699,4.4,1
103739,2023-02-16,India,SMS,Bronze,43,0,0,1,0,0,0,2,1750.03,1750.03,0.135,0,0,0,0,0.467,25.8,0
103740,2025-07-04,India,Email,Silver,12,5,7,12,2,1,2,0,3267.73,272.31,0.22,0,1,0,1,0.302,18.2,0
103741,2025-03-14,India,Email,Bronze,40,1,2,4,0,2,4,0,1697.01,424.25,0.145,0,0,0,0,0.363,5.3,0
103742,2022-09-17,India,Email,Gold,34,1,2,8,3,2,2,0,4930.6,616.33,0.541,1,1,1,0,0.359,38.1,1
103743,2024-08-31,UK/EU,Phone,Silver,62,0,3,5,2,4,1,0,3751.47,750.29,0.5,1,1,0,0,0.308,15.2,1
103744,2025-06-10,India,SMS,Gold,59,1,2,6,0,4,4,0,5111.27,851.88,0.234,2,0,0,0,0.679,21.8,0
103745,2022-07-12,North America,WhatsApp,Silver,153,5,12,20,2,5,2,0,3650.54,182.53,0.348,1,1,1,2,0.35,2.6,1
103746,2024-08-17,North America,App Push,Bronze,21,2,7,15,0,8,0,1,1736.76,115.78,0.355,1,3,0,1,0.676,23.0,0
103747,2022-07-13,GCC,Email,Silver,13,0,4,5,1,1,1,0,4293.88,858.78,0.634,1,2,1,0,0.799,33.2,0
103748,2022-10-15,UAE,SMS,Bronze,15,0,1,5,0,4,2,0,1471.59,294.32,0.608,0,0,0,0,0.408,6.1,0
103749,2022-11-03,India,App Push,Platinum,18,0,1,8,2,2,1,1,8181.19,1022.65,0.46,0,2,0,1,0.025,35.4,0
103750,2024-02-09,India,WhatsApp,Silver,27,6,10,17,1,4,2,0,3282.93,193.11,0.241,0,2,0,1,0.275,21.1,1
103751,2023-04-06,India,Email,Silver,77,1,3,8,3,1,1,0,3873.08,484.14,,1,1,0,1,0.468,28.4,0
103752,2022-08-17,North America,WhatsApp,Bronze,7,0,2,2,0,1,0,1,1704.46,852.23,0.181,0,2,1,0,0.595,29.3,0
103753,2025-05-02,UAE,App Push,Silver,14,3,7,18,3,4,5,0,4128.34,229.35,0.381,1,3,0,4,0.308,14.5,0
103754,2026-03-29,UAE,WhatsApp,Silver,31,1,1,2,1,2,0,0,3892.98,1946.49,0.54,0,1,0,0,0.617,30.0,0
103755,2025-02-17,North America,WhatsApp,Bronze,2,2,3,8,0,2,1,1,2470.7,308.84,0.171,1,0,0,1,0.65,6.2,0
103756,2023-11-23,Other,WhatsApp,Silver,56,1,3,6,2,0,1,1,3245.65,540.94,0.434,0,1,1,0,0.403,40.7,0
103757,2024-03-30,GCC,WhatsApp,Bronze,59,2,3,6,0,2,0,0,1901.28,316.88,0.639,2,1,1,2,0.38,11.4,0
103758,2026-01-26,UAE,Email,Bronze,58,2,5,9,2,0,2,0,2351.55,261.28,0.415,0,0,0,0,0.46,11.4,0
103759,2024-03-11,GCC,App Push,Bronze,58,0,0,2,0,1,1,0,1974.55,987.28,0.586,1,1,0,0,0.359,22.5,0
103760,2025-09-14,GCC,Email,Silver,19,1,4,11,1,5,2,0,3734.29,339.48,0.368,1,2,1,0,0.533,5.0,1
103761,2024-05-29,India,App Push,Silver,42,0,3,7,0,3,3,2,3256.05,465.15,0.457,2,0,0,1,0.723,6.1,0
103762,2024-02-18,UAE,Email,Bronze,25,0,2,9,1,1,0,0,2104.65,233.85,0.585,4,2,1,0,0.348,12.5,1
103763,2023-11-23,UAE,WhatsApp,Silver,3,1,1,3,2,1,1,0,-52.68,1316.83,0.401,1,0,0,1,0.627,35.3,0
103764,2024-10-09,India,App Push,Gold,9,3,6,8,4,3,0,0,4977.11,622.14,0.476,1,2,0,0,0.383,27.6,0
103765,2024-10-15,India,WhatsApp,Bronze,91,1,3,17,1,1,2,0,1421.25,83.6,0.654,1,1,0,3,0.464,25.7,0
103766,2023-09-24,India,Email,Bronze,84,0,1,6,2,1,2,0,3027.15,504.52,0.606,7,1,0,0,0.708,21.6,1
103767,2023-06-15,GCC,WhatsApp,Bronze,5,2,3,3,1,1,0,0,2439.75,813.25,0.191,0,1,0,1,0.162,36.7,0
103768,2023-03-23,GCC,Email,Silver,101,0,4,14,2,6,4,0,3886.15,277.58,0.661,1,1,1,2,0.419,19.8,1
103769,2025-01-30,GCC,Email,Bronze,11,1,1,2,0,1,2,0,783.37,391.68,0.184,1,1,0,0,0.709,21.4,0
103770,2024-09-22,Other,SMS,Silver,53,2,8,20,2,6,5,0,4205.17,210.26,0.414,2,0,0,2,0.367,15.4,0
103771,2025-02-03,GCC,Phone,Silver,38,3,3,6,1,3,2,0,3618.26,603.04,0.179,0,0,0,3,0.575,24.8,0
103772,2024-04-27,India,Phone,Silver,76,0,4,7,3,3,2,0,3918.07,559.72,0.334,0,0,0,0,0.541,20.5,0
103773,2025-11-21,India,SMS,Bronze,22,1,3,6,0,2,2,0,962.09,160.35,0.51,2,1,1,1,0.459,15.5,0
103774,2024-09-13,North America,WhatsApp,Bronze,42,1,2,5,0,2,1,0,1015.72,203.14,0.222,1,4,1,0,0.574,20.8,1
103775,2025-08-25,GCC,Email,Bronze,20,2,6,8,0,0,0,0,994.61,124.33,0.417,1,1,1,2,0.65,18.4,0
103776,2024-04-20,GCC,Email,Bronze,22,1,3,3,0,3,2,2,3013.53,1004.51,0.515,4,0,0,1,0.607,23.7,0
103777,2023-01-21,North America,WhatsApp,Silver,39,4,7,11,2,3,1,1,3937.35,357.94,0.552,3,2,0,1,0.318,23.1,1
103778,2022-07-12,UAE,WhatsApp,Silver,32,0,1,3,2,0,0,1,4113.66,1371.22,0.271,2,2,1,1,0.829,15.8,0
103779,2024-08-21,India,WhatsApp,Bronze,18,1,1,1,1,2,1,0,1660.59,1660.59,0.126,3,1,0,0,0.327,12.8,0
103780,2026-03-02,GCC,Email,Bronze,62,0,2,6,1,0,3,0,1992.5,332.08,0.317,1,1,0,0,0.57,17.4,0
103781,2025-06-30,Other,Email,Gold,41,0,1,4,1,1,0,2,5974.08,1493.52,0.345,1,0,0,1,0.537,45.0,0
103782,2025-12-23,UK/EU,Email,Bronze,26,0,1,3,0,1,0,0,1028.74,342.91,0.138,1,1,0,0,0.361,10.9,0
103783,2023-06-01,UAE,WhatsApp,Silver,11,4,9,21,3,5,5,0,3794.37,180.68,0.299,0,1,0,0,0.255,2.2,0
103784,2022-07-13,North America,Email,Bronze,32,2,5,9,1,1,1,0,2797.48,310.83,0.31,1,1,1,0,0.416,16.0,0
103785,2024-03-20,UK/EU,SMS,Bronze,28,2,7,16,1,2,1,0,2903.75,181.48,0.547,2,2,1,1,0.835,12.9,0
103786,2025-09-11,India,SMS,Silver,17,1,3,7,1,3,0,1,3243.58,463.37,0.343,2,1,0,1,0.483,18.5,0
103787,2026-04-21,UAE,Email,Silver,47,1,6,10,2,5,3,0,3990.79,399.08,0.419,0,2,0,0,0.439,15.5,0
103788,2022-07-26,UAE,Email,Bronze,61,0,4,4,0,1,1,0,1012.29,253.07,0.177,2,1,0,0,0.462,17.9,0
103789,2025-02-23,India,WhatsApp,Bronze,130,0,2,3,0,1,0,1,2570.85,856.95,0.019,1,0,0,0,0.556,21.6,0
103790,2025-12-12,GCC,Email,Bronze,47,0,0,1,0,1,0,1,2009.13,2009.13,0.346,0,1,0,0,0.529,4.5,1
103791,2025-09-10,North America,SMS,Gold,17,4,7,15,5,2,5,0,5104.44,340.3,0.2,0,4,0,0,0.568,22.3,1
103792,2025-05-21,UAE,Phone,Bronze,1,1,1,5,1,1,1,0,2945.33,589.07,0.397,0,2,1,0,0.715,8.0,0
103793,2023-10-27,India,Email,Silver,147,1,3,6,0,2,0,0,3554.64,592.44,0.295,1,2,0,0,0.155,8.8,0
103794,2022-11-23,UAE,Email,Silver,0,2,4,12,2,5,0,2,3782.25,315.19,0.52,3,1,1,0,0.207,22.2,0
103795,2025-04-23,India,WhatsApp,Silver,58,1,2,5,1,1,1,2,4123.81,824.76,0.537,2,5,2,1,0.484,25.1,0
103796,2023-09-12,UAE,WhatsApp,Bronze,14,6,7,14,1,6,2,0,2987.25,213.38,0.395,1,1,0,2,0.33,24.9,0
103797,2026-02-18,GCC,Phone,Gold,1,1,9,11,3,3,1,0,5088.18,462.56,0.351,3,1,0,2,0.608,0.0,0
103798,2026-05-07,UAE,Email,Platinum,41,2,4,5,3,3,0,0,7850.72,1570.14,0.5,3,2,0,1,0.564,26.0,0
103799,2026-03-04,India,App Push,Bronze,7,1,1,2,1,0,0,1,2872.8,1436.4,0.486,1,0,0,0,0.492,12.2,0
103800,2022-10-09,UAE,SMS,Bronze,75,0,1,1,0,2,1,0,1026.84,1026.84,0.555,3,1,0,0,0.503,21.4,1
103801,2024-02-10,UK/EU,Email,Bronze,112,2,6,8,1,5,0,0,3045.72,380.72,0.195,3,2,1,2,0.507,20.3,0
103802,2023-03-27,UAE,SMS,Silver,34,0,3,5,2,3,0,0,3198.72,639.74,0.343,1,2,0,0,0.632,18.9,0
103803,2026-04-20,India,SMS,Bronze,33,0,0,1,0,0,0,0,808.01,808.01,0.518,3,1,0,0,0.616,15.1,0
103804,2026-04-20,India,Email,Bronze,38,3,11,18,0,1,1,1,1623.21,90.18,,2,1,1,3,0.422,22.5,0
103805,2023-01-24,UAE,Email,Bronze,55,0,0,1,0,1,0,0,652.1,652.1,0.507,6,0,0,0,0.672,15.3,0
103806,2025-12-26,UAE,Email,Gold,9,0,4,12,2,4,4,0,5181.41,431.78,0.385,0,2,2,3,0.617,28.0,1
103807,2025-10-11,UAE,SMS,Bronze,109,1,2,4,1,2,1,0,2086.69,521.67,0.223,2,0,0,0,0.707,20.2,1
103808,2024-05-09,India,Email,Bronze,20,3,3,8,0,2,4,0,581.39,72.67,0.309,0,2,1,0,0.405,12.1,0
103809,2024-01-05,Other,Email,Gold,0,7,22,51,2,11,10,1,6342.43,124.36,,0,2,1,2,0.26,16.9,1
103810,2025-06-28,UAE,Email,Silver,19,2,9,20,2,3,4,0,3838.33,191.92,0.291,2,2,0,3,0.63,26.7,0
103811,2024-08-24,UK/EU,WhatsApp,Gold,2,2,7,14,3,4,0,2,5077.59,362.68,0.541,0,2,1,1,0.498,26.1,1
103812,2023-09-29,UK/EU,Phone,Bronze,29,0,3,7,2,6,0,0,2922.14,417.45,0.126,1,0,0,3,0.322,28.4,0
103813,2024-08-26,India,Email,Bronze,53,2,3,12,2,1,1,0,3038.7,253.22,0.103,2,1,0,2,0.821,21.7,1
103814,2024-11-20,India,Phone,Platinum,12,4,6,10,6,4,5,2,9676.38,967.64,0.549,2,1,0,1,0.432,36.5,1
103815,2026-02-08,Other,WhatsApp,Bronze,70,0,1,2,0,0,1,0,1101.49,550.74,0.802,4,1,1,0,0.315,21.7,0
103816,2024-08-13,India,App Push,Bronze,48,2,3,6,2,2,3,0,3024.7,504.12,0.349,1,0,0,0,0.047,26.9,0
103817,2023-03-31,North America,SMS,Bronze,55,3,6,15,1,3,5,0,2796.21,186.41,0.554,1,3,0,2,0.687,15.5,1
103818,2023-12-07,UAE,SMS,Bronze,171,1,3,6,1,1,2,0,1758.17,293.03,0.754,1,2,1,0,0.56,11.8,1
103819,2022-11-21,UK/EU,WhatsApp,Bronze,57,1,5,7,1,1,2,0,1108.78,158.4,0.278,2,2,0,0,0.545,26.0,0
103820,2025-11-22,Other,SMS,Bronze,97,1,4,5,2,0,2,1,2758.74,551.75,0.49,2,4,2,2,0.548,0.0,0
103821,2026-05-06,North America,App Push,Bronze,124,0,0,1,0,1,0,0,1724.97,1724.97,0.547,0,3,1,0,0.515,26.4,0
103822,2024-03-29,UAE,App Push,Bronze,58,2,6,13,2,1,0,0,3111.35,239.33,0.387,1,2,1,1,0.41,6.2,0
103823,2025-09-08,North America,SMS,Bronze,20,3,5,11,1,1,2,0,1325.45,120.5,0.358,0,2,2,0,0.498,15.4,1
103824,2024-01-23,UAE,SMS,Bronze,71,0,1,4,1,2,1,0,2815.11,703.78,0.459,3,1,1,1,0.246,26.1,0
103825,2022-11-06,India,SMS,Silver,21,1,4,8,1,4,1,0,3320.56,415.07,0.426,1,1,1,2,0.61,26.8,0
103826,2025-01-24,GCC,WhatsApp,Silver,10,1,2,5,2,3,3,0,3810.03,762.01,0.178,0,4,2,1,0.636,36.3,1
103827,2024-03-27,India,WhatsApp,Bronze,32,0,6,7,1,2,1,1,2636.17,376.6,0.441,0,0,0,0,0.511,19.9,0
103828,2023-09-20,GCC,WhatsApp,Bronze,106,2,4,11,1,3,0,0,2006.12,182.37,0.449,3,0,0,1,0.562,13.2,0
103829,2025-10-19,UAE,Email,Bronze,28,1,2,3,1,2,0,1,1758.43,586.14,0.007,0,1,0,0,0.589,26.0,0
103830,2022-11-15,UAE,Phone,Gold,20,1,4,8,1,3,2,1,4683.72,585.46,0.419,0,2,1,1,0.421,22.8,0
103831,2025-08-05,UAE,Email,Bronze,10,3,3,6,0,1,1,2,2892.78,482.13,0.666,2,3,0,0,0.555,45.5,0
103832,2023-03-23,GCC,Email,Bronze,30,0,0,0,0,1,0,0,2103.6,2103.6,0.568,1,0,0,0,0.267,15.9,1
103833,2023-10-21,North America,Email,Bronze,62,2,6,10,1,3,2,0,2205.27,220.53,0.475,3,1,0,2,0.309,12.1,1
